userName,score,at,content
Pengguna Google,1,2/15/2022 6:04,SANGAT JELEK DAN SANGAT TIDAK MEMBANTU SANGAT MEMALUKAN SEBAGAI APLIKASI KEBANGGAAN INDONESIA... APLIKASI YANG SANGAT MEREPOTKAN SANGAT MEREPOTKAN MEMBER SAYA PASTI UNINSTALL ...JANGAN ADA YANG DOWNLOAD.... SANGAT JELEK... ADA KESALAHAN APAPUN SANGAT BERBELIT-BELIT PENYELESAIAN NYA JELEK SEKALI..... POKOKNYA SEMUANYA JANGAN DOWNLOAD SAYA KASIH TAHU KALAU NGGAK PERCAYA SILAHKAN..... APLIKASI BUSUK SAYA KECEWA SUDAH FOTO BERKALI-KALI SELFIE MASIH SALAH SANGAT-SANGAT TIDAK RECOMMENDED....
Pengguna Google,1,2/15/2022 6:04,Pajaknya tinggi
Pengguna Google,5,2/15/2022 6:22,Good
Pengguna Google,5,2/15/2022 7:21,"Saya kasih ⭐⭐⭐⭐ ya min... maaf sampe lupa editnya. Yang penting udah dirubah kan 😊 oke,,, smangat indodax.... moga makin baik dan sukses kedepan. Yuuukkk sukses n cuan bersama 😍🥰😊😊😊"
Pengguna Google,1,2/15/2022 7:31,Mahal sekalali kak untuk penarikan nya kak tolong lah udah profit tipis tipis kepotong penarikan mahal pula
Pengguna Google,5,2/15/2022 7:31,"oyy admin btt kapan muncul lagi,, busyet dah raup duit gw"
Pengguna Google,5,2/15/2022 8:07,Mantap
Pengguna Google,5,2/15/2022 8:08,Indodax is the best
Pengguna Google,5,2/15/2022 8:26,Mantab... Tapi pengamanan nya diperketat biar member tenang bos
Pengguna Google,2,2/15/2022 8:41,"Kecewa, limit order dah sesuai Ama harga pasar tapi tuh koin ga kebeli/kejual sama sekali"
Pengguna Google,5,2/15/2022 8:48,Mantap
Pengguna Google,5,2/15/2022 9:31,Mntul
Pengguna Google,5,2/15/2022 9:32,Ok
Pengguna Google,5,2/15/2022 9:34,"Mantap,,indodax sukses slalu,,"
Pengguna Google,1,2/15/2022 9:47,"JANGAN DOWNLOAD APLIKASI INI PERCUMA, INDODAX GA MAHAL GAS FEE SAMA HARGANYA JUGA BEDA , SAYA SARANIN MENDING PAKE TOKOCRYPTO/ BINANCE GAS FEE MURAH TAMBAH DEPOSITE JUGA MURAH GA KAYA INI INDODAX TAEEE"
Pengguna Google,5,2/15/2022 9:55,Semoga tetap amanah
Pengguna Google,5,2/15/2022 10:35,Terbaik
Pengguna Google,3,2/15/2022 11:10,Apk bagus
Pengguna Google,2,2/15/2022 11:22,Menunya eror trus
Pengguna Google,1,2/15/2022 11:45,"Parah emang indodax, Udah depo aja dipotong, Wd dipotong, Tiap cryptocurency jauh lebih murah dari tokocrypto. Bisa selisih 1-5%"
Pengguna Google,5,2/15/2022 12:02,"Kalau bisa dikurangi biaya WD nya pasti banyak pakai Indodax, Ku kasih bintang 5 tolong dikurangi biaya WD nya biar ga mikir"" buat investasi disini."
Pengguna Google,5,2/15/2022 12:14,Masukan utk INDODAX. Kompetitor sangat koperatif dalam hal admin. Mungkin utk INDODAX jauh lebih menyenangkan kalau bisa di koreksi soal admi yg mungkin agak meresahkan. Bagi pemain kripto. Mungkin bisa menjadi pertimbangan. Apalagi dengan koreksi bintang. Agak memberikan kesan kurang baik bagi yg melihat ulasan. Terimakasih
Pengguna Google,3,2/15/2022 13:04,Bagus hanya saja perlu kesabaran yang kuat.
Pengguna Google,4,2/15/2022 13:08,"Kasih bintang 4 aja, karna blum Brazil apa dr indax. Krn blom punya modal, jd blom bisa jual dan beli....😊"
Pengguna Google,1,2/15/2022 13:10,Mau deposito aja kena biaya banyak. Beli kripto pun kena biaya. Trus ndak ada program staking. Lebih nyaman investasi atau trading di Pintu atau Zipmex. Indodax kalah jauh. Sudah saatnya mikirin terobosan supaya ndak kalah dari marketplace lain
Pengguna Google,5,2/15/2022 13:15,Bagus cuman biaya admin transfer nya gede amat.
Pengguna Google,3,2/15/2022 13:29,Seharusnya yg sdh di delisting otomatis dikembalikan saldonya ke nasabah dgn ketentuan sesuai harga terakhir. Krn di aplikasi kripto lain pun bisa jadi yg sdh de listing dr aplikasi ini di delisting jg.
Pengguna Google,5,2/15/2022 13:32,Sangat baik
Pengguna Google,5,2/15/2022 13:34,"Go Indodax, sangat bagus, klo bisa biaya WD diperkecil."
Pengguna Google,5,2/15/2022 14:55,Boleh juga
Pengguna Google,2,2/15/2022 15:12,Bagaimana dengan btt/idr saya yang kemarin soalnya saya punya btt/idr kemarin mohon konfirmasinya admin🙏
Pengguna Google,5,2/15/2022 15:28,I P A N D O L O T. NGANJUK😂😂😂😂
Pengguna Google,1,2/15/2022 16:03,"min, BTT saya kok hilang tak bersisa ya katanya 14 februari 2022 bakal selesai maintenance tapi kok gaada perubahan ya, saldo asal saya ada 1JT buat BTT doang tapi keberadaan BTT saya gaada, terus gimana ini ceritanya"
Pengguna Google,5,2/15/2022 16:28,Jos
Pengguna Google,1,2/15/2022 16:28,"awalnya koin btt hilang dengan alasan maintenance di january lalu diganti infonya akan di rilis kembali di tgl 14 february sekarang tgl 16 february tapi belum ada kejelasan tentang koin btt asli kecewa sekali dengan servicenya indodax ga ada info ga ada perkembangan lanjutan duit member banyak yg nyangkut, seharusnya anda kasih kejelasan jangan cuma posting"" dan update story di instagram"
Pengguna Google,1,2/15/2022 16:47,biaya widraw mahal banget...jgn di instal bagi kalian modal pas pasan..sama sekali tidak menguntung kan..download lain aja seperti nanovest wd cpat benget dan biaya gk mahal cocok untuk pemula..aman yang pasti no 1
Pengguna Google,5,2/15/2022 16:52,Oke
Pengguna Google,4,2/15/2022 17:37,Good
Pengguna Google,1,2/15/2022 17:44,Mahallll gaess
Pengguna Google,5,2/15/2022 18:07,"Baru mau main beginian di indodax, liat coment2nya kecewa semua di apk ini.. Ga jadi deposit deh... Hehe"
Pengguna Google,1,2/15/2022 19:51,Tidak adanya informasi yang jelas mengenai market token BTT.
Pengguna Google,1,2/15/2022 19:57,Akun saya gk bisa di buka
Pengguna Google,4,2/15/2022 20:25,Good
Pengguna Google,5,2/15/2022 20:52,Josss
Pengguna Google,5,2/15/2022 22:26,Bagus
Pengguna Google,5,2/16/2022 1:10,good
Pengguna Google,5,2/16/2022 2:04,Hebat
Pengguna Google,5,2/16/2022 2:44,Cocok 👌
Pengguna Google,1,2/16/2022 2:47,"Indodax sekarang hancur gak jelas , koin BTT gak ada informasi sekali pun , trs saya penarikan uang lama banget udah 1 hari belum masuk"""
Pengguna Google,5,2/16/2022 2:50,Matap
Pengguna Google,5,2/16/2022 3:39,Cari sampingan disini
Pengguna Google,5,2/16/2022 4:04,Bagus aplikasi ini mantap
Pengguna Google,3,2/16/2022 4:08,"Transaksi/deposit dari other wallet tgl 2,4,6,7,10,14 dan 16 feb.2022 yg masuk hanya tgl 2,4 dan 16 februari saja. Yg lain kabur entah kemana, pdhl di wallet asal statusnya ""payed"" semua. Untungnya cuma recehan LTC doang, gimana kalau sampai withdraw 1 BTC ke indodax dan lenyap? Tolong diperbaiki lg systemnya, biar transaksi makin lancar dan tanpa rasa waswas"
Pengguna Google,5,2/16/2022 4:16,Tambahin bonus dong bang
Pengguna Google,1,2/16/2022 4:45,Makin banyak yang pakek fee bukan tambah murah malah tambah maha
Pengguna Google,5,2/16/2022 5:01,Sang pelopor indonesia
Pengguna Google,5,2/16/2022 5:05,"Trading kripto di indodax mudah, aplikasinya bagus selalu update uang kripto,selalu memberika yang terbaik kepada pengguna #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:05,Gapernah kecewa sama indodax. Dari awal kuliah saya dibiayain sama ortu tapi sejak kenal coin terutama di indodax saya bisa bayar kuliah sendiri bahkan ngasih sesuatu ke ortu sya. Dari 2018 emng the best sih
Pengguna Google,5,2/16/2022 5:05,"Aplikasi ini atau exchange ini salah satu exchange terbaik yang menyediakan sarana agar orang bisa trading atau jual beli Crypto maupun berinvestasi Crypto. Aplikasi nya simple sehingga memudahkan pemula untuk memakainya. Namun di mana ada positif pasti ada negatif. Aplikasi indodax ini menurutku masih ada aja kekurangannya, ntah itu Masalah software atau human eror. Saya merasa kerja tim di dalamnya kurang semangat dalam kerja, contohnya dalam proses Redenominasi koin BTT. 3x diundur sangat kcw"
Pengguna Google,5,2/16/2022 5:05,"Bangga menggunakan aplikasi indodax anak muda jamana sekarang harus punya mainset investasi, makasi sudah banyak ilmu dri sini semoga semakin to the moon salamat #8TahunIndodax salam dri user aku mdnindodax"
Pengguna Google,5,2/16/2022 5:06,Mantap termantap bintang 5 pokok nya sambil rebahan pun bisa cuan di indodax dan admin pun sangat respon Withdraw Dan depo secepat kilat Mantap indodax semoga main Jaya #8TahunIndodax #Adenubang91
Pengguna Google,5,2/16/2022 5:06,"Aplikasi terbaik pertama kali belajar crypto Banyak koin dan token disini bagus untuk pemula,cuma saran aja untuk biaya fee di kurangin heheehe mantap #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:06,"#8TahunIndodax simple banget tampilannya, mudah, UI ramah buat yg awam, dan join sudah 2tahun sudah banyak membantu pemasukan. walau ga jarang rugi, tp dari situ kita banyak belajar tentang karakter benerapa koin, selain indodax mempuanya blog yg cukup membantu kita mengenal lbh jauh beberapa koin stb. ID mhs0308"
Pengguna Google,5,2/16/2022 5:06,"Indodax aplikasi trading crypto no 1 di Indonesia, aplikasinya sangat mudah digunakan untuk pemula. Salam cuan dari User : Rahman_arius #8Tahunindodax"
Pengguna Google,5,2/16/2022 5:06,"Lebih simple dan detil dri aplikasi kompetitor, pengalaman direct selling pas lg pump dpt harga jual di nilai teratas. solusi trbaik buat trader yg masih pemula jg pro. Keep move up for better choice indodax👍💫💫💫💫💫"
Pengguna Google,5,2/16/2022 5:06,"Aplikasi nya bagus dan pelayanan nya baik,cocok untuk Investasi masa depan,semoga semakin sukses dan lancar jaya #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:08,"walaupun nyangkut,tetap bahagia bersama INDODAX😘 @haripranoto #8TahunIndodax"
Pengguna Google,3,2/16/2022 5:08,Sebagai Trader baru dibidang aset krypto saya merasa banyak kurang mengerti. Dari awal saya bermain banyak yg bilang ini halal dan haram pro dan kontra. Bukan bermaksud untuk membawa agama di bidang ini tidak ada yg salah dan benar hanya saja bisakah pihak-pihak terkait menjelaskan secara detail untuk hukum bermain krypto di kalangan umat islam. Terima kasih #8TahunIndodax
Pengguna Google,5,2/16/2022 5:09,"Aku user aplikasi Indodax dgn Username Ade1709. Paling mantap trading crypto pake aplikasi Indodax, karna dgn fitur alarm dan fitur auto jual dan beli di Indodax, kita ga bakalan kelewatan buat beli harga terendah dan jual harga tertinggi. Apalagi ada fitur alarmnya jg buat kasih notif kl token yg kita incer pas lg di harga yg kita mau. Top bgt deh indodax. Blm nemu aplikasi lain yg kyk Indodax. Mangats terus Indodax. #8TahunIndodax 👍🏻👍🏻👍🏻"
Pengguna Google,5,2/16/2022 5:09,Mulai trading bermodal dari hasil mining sejak 2013. Waktu itu masih bitcoin.coid pas pertama daftar. Keterusan sampai sekarang. Antar mukanya sederhana dan mudah digunakan. Grafiknya juga lengkap indikatornya. #8tahunindodax id : muffarrikhul
Pengguna Google,5,2/16/2022 5:09,"kurang lebih 6bln mnggunakn indodax cukup bagus,dan mudah banyak pilihan aset respon cs cepat,pernah kirim aset ke market lain tidak bisa krna salah alamt jaringn namun indodax mengembalikn saldonya lagi,hanya 1 yg msti sdkit diprbaiki mngnai penarikan saldo agak sdikit lambat di verifikasi namun sjauh ini indodax masih terbaik buat saya...username:zian_88 #8TAHUNINDODAX"
Pengguna Google,5,2/16/2022 5:10,"Aplikasi terbaik , semoga terus berkembang!!! #8TahunIndodax #thebestapp"
Pengguna Google,5,2/16/2022 5:10,"1 Kata untuk indodax ""MADEP"" Exchange di Indonesia yang punya kantor offline di stiap daerah. Tmpat investasi jangka panjang yang aman, aplagi untk yng baru join jngan mkir fee nya yang mahal, fokus jangka kerna profit jangka pnjang lebih besar dri fee.nya #salamcuanjangkapanjang Username : Samikul #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:10,Bagus
Pengguna Google,5,2/16/2022 5:11,"Aplikasi yg mudah untuk trading dan mengecek market, tampilan yg sangat simpel dan gampang dipahami mnurut saya untuk org indonesia. dan saya berharap semoga kedepanya indodax ada pembaruan aplikasi dengan tools tools trading yg semakin lengkap. Klo bisa fee adminya murahin juga yak hihii 😂. Tengkyu 🥰 Username : ilhamPratomo #8TahunIndodax #AsetMasadepan"
Pengguna Google,5,2/16/2022 5:11,"Appnya user friendly, nyaman di gunakan, ga salah pilih indodax #8Tahunindodax"
Pengguna Google,5,2/16/2022 5:11,"Aplikasinya bagus,mudah dipahami dan cocok buat para pemula yg ingin terjun kedunia crypto. haris_300689 #8tahunindodax"
Pengguna Google,5,2/16/2022 5:12,"Berkat Indodax, saya akhirnya apa itu trading dan bisa belajar tentang trading, dengan platform ini saya juga bisa menabung untuk masa depan saya. Semoga semakin menjadi platform No.1 terbaik di Indonesia. #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:12,Semoga kedepannya indodax lebih baik lagi dari segi fitur dan pelayanannnya #8TahunIndodax
Pengguna Google,5,2/16/2022 5:13,"Terimakasih Indodax, akhirnya bisa menambah penghasilan dengan trading di indodax, aplikasi yang sangat mudah, deposit dan withdraw sangat cepat dan mudah,banyak aset cryptocurrency yang diperdagangkan,sudah resmi diawasi oleh Bappeti dan banyak pelajaran yg didapat lewat live 24 jam di yt, semoga indodax kedepan lebih sukses,, to the moon bersama Indodax Username : 19Luil98 #8tahunIndodax"
Pengguna Google,5,2/16/2022 5:15,"Aplikasi ini sangat mudah digunakan,sdh teregulasi BAPPEBTI,data volume mata uang real-time, keamanan diperkuat dgn 2FA.Proses Deposit & Witdraw cepat,pastinya nyaman deh User : pranayudha666 #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:15,Saya pake indodax ada satu taun aman aman aja di tambah sekarang banyak koin bermunculan lagi semangat blajar buat menganalisa
Pengguna Google,5,2/16/2022 5:15,"#8TahunIndodax bersama INDODAX, sy baru merasakan namanya investasi yg menghasilkan. memang diperlukan kesabaran dan kepekaan feeling utk menuai hasil, dan sejauh ini sy belum pernah merasakan rugi. terima kasih INDODAX"
Pengguna Google,5,2/16/2022 5:15,"Selama Saya Makai Aplikasi Indodax tidak ada kendala, deposit yang mudah dan bisa makai ewallet juga, dan proses Wd yang cepat , dan Juga indodax mempunyai Koin yang lengkap di banding Exchange Sebelah, semangat truss indodax #8TahunIndodax username indodax : AriiefObob"
Pengguna Google,4,2/16/2022 5:15,"menurut saya kalau treding di indodax sangat mudah dan seru apa lagi skrg makin banyak listing coin yang baru""dan indodax cocok bangat buat yang masih permula treding dan membuat kita semakin seru treding di indodax adalah sangat mudah dipahami. #8tahunindodax"
Pengguna Google,5,2/16/2022 5:15,"Bersyukur banget bertemu indodax yg dimana banyak ilmu trading yg bisa saya pelajari untuk pasif income semoga hasil thn ini dan kedepan menjadi kado terindah saya untuk keluarga tercinta.. Thanks indodax , dan terimakasih buat indodax Academy atas ilmu ilmu yg di berikan 🔥 Salam cuan By Username ""Jhonalovers"" #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:17,"Selama pakai Mobile app Indodax ini tidak ada kendala, mudah digunakan dengan fitur dan tampilan yang mudah dipahami dan digunakan. Deposit maupun withdraw sangat mudah dan aman karena menggunakan beberapa otorisasi. Riwayat jual beli pun dapat dicek dengan mudah. Berbagai informasi seperti listing token/coin baru, harga bullish, bearish, top performers, dan grafik juga ada. Memudahkan user untuk analisa. Maju terus, Indodax.. Semakin jaya! #8TahunIndodax #indodax #asetmasadepan"
Pengguna Google,5,2/16/2022 5:17,Indodax sangat mudah dan simple di gunakan untuk pemula seperti saya. Dan dari indodax juga saya tau caranya jual beli crypto Yah walau masih banyak yang nyangkut heheh. #8TahunIndodax
Pengguna Google,5,2/16/2022 5:18,"Belajar crypto enak disini, aman dan mudah. Terima kasih indodax. aldorinaldo19 #8TahunIndodax"
Pengguna Google,4,2/16/2022 5:18,"Pengalaman pake Indodax selama 1th terakhir ga ada masalah si. Blm ada kendala apapun. Cuma hanya sebatas saran untuk fee WD kalo bisa di perkecil, karna untuk saat ini sudah banyak saingan. (Akun : Suparmono) #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:18,Puas dengan layanan indodax... Indodax maju terus majukan Indonesia Username Idx: ennikhairani #8TahunIndodax
Pengguna Google,5,2/16/2022 5:19,"saya sangat senang menggunakan aplikasi indodax, saya mudah memahami nya cara bermain crypto. saya mendapatkan banyak ilmu tentang bermain crypto, indodax mudah di pahami. semoga sukses trus untuk indodax. Indodax memang aset masa depan user: syaifulbastain02 #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:19,mantap lah bagi pengguna baru sprti saya.. biar modal kecil tetap bisa invest.. mohon di tingkatkan lagi server dan keamanan aset kriptonya... agar kami para pemula bisa merasa aman berinvestasi di indodax . (reza dwi darma) #8tahunindodax
Pengguna Google,5,2/16/2022 5:19,"Ini app gokil banget , selama saya trading disini , udah bantu nafkahin hidup sy sekeluarga , dan yg paling gokil lagi , proses wd nya gak pake lama.... 😍😍😍 i love u indodax"
Pengguna Google,5,2/16/2022 5:20,"Semenjak main indodax saya gak jajan pake uang dapurr lagi, trimakasih indodak Username : Cepimiskandar #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:21,Bucho15 Di aplikasi ini saya mulai mencintai profit dari trading crypto..🤑🤑#8TahunIndodax
Pengguna Google,5,2/16/2022 5:22,Treding menggunakan indodax sangat menyenangkan..selain withdraw yang mudah..untuk pertukaran uang nya pun rupiah jadi itu lebih mudah di mengerti..selain itu pilihan koin/token untuk kita investasi pun banyak sekali pilihannya..indodax memang punya koleksi aset kripto terbanyak di indonesia👍ini sangat recomended untuk pemula ataupun yg mau investasi di indodax pastinya aman Username : dimasarya0407 #8TahunIndodax
Pengguna Google,5,2/16/2022 5:22,"Saya masuk dunia trading dan download Indodax dimulai tanggal 18 Oktober 2021. Di situ, Saya melihat candle stick hijau merah. Dan Saya membeli ketika hijau. Saya masih ingat, Saya investasikan ke ""NEXO"" pada saat itu. 😁 Indodax menurut Saya, bagus sekali aplikasinya.😆 Karena, ada instan Buy/Sell yang cocok dengan sifat Saya yang suka langsung. 😆 Dan Saya hingga saat ini, masih trading di Indodax. 😁 Terima Kasih Indodax. 😁🔥🙏 Username : yusufnww #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:23,"Ga kerasa, berasa baru kemarin saya pake aplikasi ini wkwkkwkw Tahun 2017 saya mengenal crypto karna tertarik dengan bitcoin, cari referensi ditemen katanya pake bitcoin.co.id aja, Dan 2018 ganti nama jadi indodax Sampe skrg masih tetep pake exchange ini karna coin lumayan bnyak dan indikator lumayan banyak. Habilantarprana #8tahunindodax"
Pengguna Google,5,2/16/2022 5:23,"Saya sudah menggunakan indodax sekitar 3 th yang lalu, dan coin pertama yg di beli coin vidy, install indodax karena pengen berinvestasi kecil kecilan, mudah di operasilan, koinnya lumayan lengkap, aman apliaksi nya,deposit tidak hanya via transfer bank, trimakasih indodax. Salam Budi Haryono #8Tahunindodax"
Pengguna Google,5,2/16/2022 5:23,"aplikasi yang memudahkan bagi siapa pun untuk melakukan jual beli aset kripto, transaksi fleksibel ada instan order & limit order, yang pasti bebas fee trx jika anda sebagai maker .... salam cuan 🤑👍 #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:25,"Username : apwmseptiyan9 Sangat bermanfaat dan sangat membantu Semenjak menggunakan aplikasi indodax sangat memudahkan untuk mengetahui koin yang dalam top performance maupun loss performance, sehingga membantu dalam menentukan koin yang akan di trading. Proses deposit dan withdraw juga sangat cepat hitungan detik. Terus pertahankan dan tingkatkan layanan nya. Terima kasih #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:25,#8Tahunindodax Udah 2 tahun lebih lancar-lancar aja trade di indodak semoga kedepan semakin baik
Pengguna Google,5,2/16/2022 5:26,"Indodax memberikan sy pengalaman dalam berinvestasi, karena skrg bukan sy yg bekerja utk uang ttp uang yg bekerja utk sy,terima kasih indodax...jaya selalu!! Username : CHLAW #8TahunIndodax"
Pengguna Google,4,2/16/2022 5:27,"menurut saya indodax sangat menarik apalagi sekarang indodax telah melakukan listing beberapa Coin baru, yang membuat kita semakin mudah melakukan pembelian Coin dan melakukan trading di situ #8Tahunindodax"
Pengguna Google,5,2/16/2022 5:27,yang paling mengesankan maen indodax adalah pas beli koin BCD di harga 34.500 . ga sampe seharian langsung tembus 400% pada tahun kemarin . cuan cuan cuan 🔥🔥 #8TahunIndodax nick : Jomblooo
Pengguna Google,5,2/16/2022 5:31,Dany prasetiyo pengalaman saya waktu memakai indodax gila untuk seorang pemula seperti saya pas untuk belajar lewat aplikasi ini #8TahunIndodox
Pengguna Google,5,2/16/2022 5:32,Simpel sangat mudah untuk pemula. Tidak ada jebakan future. Tim support sangat membantu bila ada masalah. Bahkan koin kembalikan klw ada masalah dalam penarikan. Matappppp....
Pengguna Google,4,2/16/2022 5:34,Bagus si cuma coin nya kurang lengkap aja
Pengguna Google,5,2/16/2022 5:36,"Aplikasih yang tepat bagi saya untuk menyimpan Aset Crypto dan pastinya sangat aman. Di tambah lagi dengan fitur"" yang tidak ada di sebelah, seperti Chat Room menambahkan kesan buat para Trader agar lebih berwarna dan Fun, juga info"" ter update juga selalu ada di sini. Terima kasih Indodax dan kususnya buat para Dev semangat terus buat kembangin aplikasinya. User name : @ibrah #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:37,"Pengalaman berawal dari ketertarikan ku pada dunia trading, blockchain,cryptocurrency dan nft. Akhirnya aku mendownload indodax selama pemakaian menurut aku indodax mudah digunakan dan dimengerti untuk aku yg masih awam dunia aset digital. Smoga kedepannya indodax makin sukses dan besar...salam cuan!!!! Username: Ratimah #8tahunindodax"
Pengguna Google,5,2/16/2022 5:38,"UI mudah dipelajari dan menampilkan informasi yang informatif, membuat trading menjadi lebih mudah dan menyenangkan, cocok untuk trader pemula spt saya.. Sukses indodax semoga kualitas lebih baik lagi di tahun2 mendatang dan tetap menjadi platform trading yang mudah serta diminati.. abimael_17 #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:38,"Platform trading satu satunya yang saya gunakan. Seru sih, ga ada lawan."
Pengguna Google,5,2/16/2022 5:39,"Dari Dulu Suka Indodax Karena Fee Trading Murah Server stabil,maintenance sebentar saja. Is The Best Pokoknya Lah #Fahrurrozi #8tahunIndodax"
Pengguna Google,5,2/16/2022 5:40,"Salah satu aplikasi exchange crypto yang sangat membantu bagi pemula seperti aku , awal kenal di 2019 diminta downlod dan belajar dunia crypto sama sahabat dekat , kemudian aku coba, aku pelajari dan ternyata indodax ini simple , dari mulai depositenya,beli/jual cryptonya, penarikannya , ngebaca pergerakan candlenya , trus aku bisa liat video apapun di youtube, karna indodax ini punya chanel yutube juga , so apapun dibahas juga disana . Thankyuh semoga aku bisa tambah sukses lagi lewat indodax"
Pengguna Google,5,2/16/2022 5:42,"Indodax mobile app sangat mudah digunakan untuk orang awam seperti saya, sajian datanya juga lengkap sehingga memudahkan para user yang masih baru. Satu alasan terbesar saya dalam memilih indodax adalah indodax memiliki ijin resmi dan terdaftar di BAPPEBTI,sehingga memberikan rasa aman kepada para pengguna. Semoga indodax kedepannya semakin bagus lagi dan bisa membawa harum nama Indonesia sebagai exchange lokal yang mampu bersaing dengan platform besar dunia #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:42,#8 TahunIndodax Terimakasih indodax berkat indodax saya belajar investasi dengan modal minim.
Pengguna Google,5,2/16/2022 5:43,Semoga indodax tahun ini memberikan kejutan karena tahun2 sebelumnya banyak yang terlewatkan. Semoga indodax makin besar Alanba0507 #8TahunIndodax #indodax #asetmasadepan
Pengguna Google,5,2/16/2022 5:44,"Indodax adalah satu satunya trading platform yang saya gunakan, karna fiturnya gampang di mengerti dan cara jual belinya juga mudah, platform investasi sesungguhnya, karna bisa men hold koin hingga harga tinggi, semoga kedepanya indodax bisa lebih baik lagi buat kenyamanan investasi, salam profit #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:45,"Saya memilih exchange crypto indodax karena kredibilitas hukum perusahaannya. Kredibilitas hukum ini penting karena bertujuan untuk melindungi customer. Perusahaan yang memiliki kredibilitas yang baik memiliki tingkat kepercayaan yang bagus di mata customer. Misalkan di Indonesia, exchange yang terpercaya memiliki izin dari Bappebti sebagai pengawas crypto di Indonesia. Semua ada pada indodax jadi pilihan saya adalah indodax exchange terpercaya saya #8tahunindodax"
Pengguna Google,5,2/16/2022 5:45,"Indodax sudah bagus, tapi kalau bisa biaya WD nya di kurangin biar sama dengan aplikasi lain. Indodax Rp 25.000/WD sedangkan Aplikasi yang lain hanya Rp 5.500"
Pengguna Google,5,2/16/2022 5:45,Exchange paling bagus dan memuaskan anggota deposit free dan wd rendah serta exsekusi market cepat jaya selalu user name aymanjaya #8tahunindodax
Pengguna Google,4,2/16/2022 5:47,"Saya hanya ingin belajar jujur kepada siapapun, meskipun kejujuran itu murah 🙏✌"
Pengguna Google,5,2/16/2022 5:47,Sangat simpel mudah dipahami...cocok untuk pemula seperti saya. Username ajirul_khasan #8Tahunindodax
Pengguna Google,5,2/16/2022 5:47,"Review ini di buat dengan jujur dan tanpa paksaan, dunia crypto saat ini semakin pesat, potensinya besar dan marketnya juga sangat luas. Pengalaman saya saat menggunakan exchange indodax ini sangat banyak, terutama pada fitur indikator yang lengkap, yang bisa membantu saya untuk mengambil keputusan kapan buy dan kapan sell. Fitur penarikan atau penyetoran di indodax ini sangat mudah, simple dan juga cepat. Semoga indodax bisa menjadi exchanger terbaik didunia. Id: pey1414 #8TahunIndodax"
Pengguna Google,4,2/16/2022 5:47,"Terimakasih indodax telah menemani saya hampir 1 tahun, penilaian setelah memakai indodax UI nya sangat user friendly atau mudah difahami. Saya kasih bintang 4 karena indodax masih sering maintenance dan error. Next semoga lebih baik dan makin banyak listing koin di Indodax! #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:48,Awal mula masuk indodax belum tau apa itu trading dan setelah belajar terus lewat YouTube live indodax mengikuti Instagramnya nya dan belajar2 terus lama2 bisa profit juga alhamdulilah masih setia menggunakan indodax. #8tahunindodax User name: Ersan kriswandar
Pengguna Google,5,2/16/2022 5:48,Di awali dengan bismillah waktu membeli matic awal pertama ada di indodax dengan penuh keyakinan saya hold sampai satu tahun dan saya akhiri dengan alhamdulillah Big thanks to indodax dan selamat untuk #8TahunIndodax
Pengguna Google,5,2/16/2022 5:49,"Dompet crypto yang komplit di Indonesia,selalu up to date kalo ada coin baru. Maju terus indodax. #8TahunIndodax"
Pengguna Google,5,2/16/2022 5:53,"Mantap si make indodax dari kecil ga sia sia download nih dan di pake beu fitur nya bukan main emang apa lagi kecepatan nya mantap jiwa coy, kecepatan saat depo dan wd sat set sat set cepet coy kaya doi ngajak nikah jadi tunggu apa lagi pake lah indodax agar trading lebih lancar dan nyaman #8Tahunindodax Username : Billal96"
Pengguna Google,5,2/16/2022 5:54,"Dulu awal awal daftar indodax masih agak bingung.. Maklum soalnya lewat web.. Sekarang semenjak ada mobile aplikasi semua serba mudah, Terus fitur-fitur nya terus di update.. Jadi makin kesini makin lihay ajja.. Udh banyak kawan2 yg ikut trading di indodax semenjak kutunjukin klo udh ada mobile aplikasi nya.. Anton wijaya #8tahunIndodax"
Pengguna Google,5,2/16/2022 5:54,"Aplikasi trading crypto yang lumayan simple dan bisa buat cuanlah asal tau market saja,cuan enak pas koin listing langsung pump #RebelMuchtar #8TahunIndodax"
